strain	Accession_ID	date	division	Pango_lineage	Variant	division2	pango.group	label
Canada/ON-S2033/2020	EPI_ISL_792084	2020-12-27	Ontario_Toronto	B.1.36.18	other	Ontario	other	Canada_ON-S2033_2020
Canada/ON-S2034/2020	EPI_ISL_792085	2020-12-28	Ontario_Toronto	B.1.36.18	other	Ontario	other	Canada_ON-S2034_2020
Canada/ON-S2036/2020	EPI_ISL_792086	2020-12-25	Ontario_Toronto	B.1.36.18	other	Ontario	other	Canada_ON-S2036_2020
Canada/ON-S2038/2020	EPI_ISL_792088	2020-12-30	Ontario_Toronto	B.1.36.18	other	Ontario	other	Canada_ON-S2038_2020
Canada/ON-S2040/2021	EPI_ISL_792089	2021-01-04	Ontario_Toronto	B.1.36.31	other	Ontario	other	Canada_ON-S2040_2021
Canada/ON-S2041/2021	EPI_ISL_792090	2021-01-05	Ontario_Toronto	B.1.177.54	Alpha	Ontario	Alpha	Canada_ON-S2041_2021
Canada/NL-PHML-273337/2021	EPI_ISL_7972294	2021-12-13	Newfoundland_and_Labrador	AY.25	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-273337_2021
Canada/NL-PHML-273338/2021	EPI_ISL_7972295	2021-12-13	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-273338_2021
Canada/NL-PHML-273339/2021	EPI_ISL_7972296	2021-12-13	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-273339_2021
Canada/NL-PHML-273340/2021	EPI_ISL_7972297	2021-12-13	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-273340_2021
Canada/NL-PHML-273341/2021	EPI_ISL_7972298	2021-12-14	Newfoundland_and_Labrador	AY.46	Delta + AY.*	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-273341_2021
Canada/NL-PHML-273343/2021	EPI_ISL_7972300	2021-12-14	Newfoundland_and_Labrador	BA.1	Omicron BA.1	Newfoundland_and_Labrador	Omicron	Canada_NL-PHML-273343_2021
Canada/NL-PHML-273345/2021	EPI_ISL_7972302	2021-12-14	Newfoundland_and_Labrador	BA.1	Omicron BA.1	Newfoundland_and_Labrador	Omicron	Canada_NL-PHML-273345_2021
Canada/NL-PHML-273347/2021	EPI_ISL_7972304	2021-12-14	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-273347_2021
Canada/AB-ABPHL-44498/2021	EPI_ISL_7976720	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44498_2021
Canada/AB-ABPHL-44500/2021	EPI_ISL_7976722	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44500_2021
Canada/AB-ABPHL-44510/2021	EPI_ISL_7976726	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44510_2021
Canada/AB-ABPHL-44513/2021	EPI_ISL_7976729	2021-12-01	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44513_2021
Canada/AB-ABPHL-44520/2021	EPI_ISL_7976735	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44520_2021
Canada/AB-ABPHL-44522/2021	EPI_ISL_7976737	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44522_2021
Canada/AB-ABPHL-44525/2021	EPI_ISL_7976740	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44525_2021
Canada/AB-ABPHL-44534/2021	EPI_ISL_7976749	2021-12-03	Alberta	AY.25	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44534_2021
Canada/AB-ABPHL-44544/2021	EPI_ISL_7976754	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44544_2021
Canada/AB-ABPHL-44549/2021	EPI_ISL_7976759	2021-12-02	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44549_2021
Canada/AB-ABPHL-44563/2021	EPI_ISL_7976766	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44563_2021
Canada/AB-ABPHL-44564/2021	EPI_ISL_7976767	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44564_2021
Canada/AB-ABPHL-44565/2021	EPI_ISL_7976768	2021-12-03	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44565_2021
Canada/AB-ABPHL-44570/2021	EPI_ISL_7976782	2021-12-04	Alberta	AY.9.2	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44570_2021
Canada/AB-ABPHL-44571/2021	EPI_ISL_7976783	2021-12-04	Alberta	AY.9.2	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44571_2021
Canada/AB-ABPHL-44572/2021	EPI_ISL_7976784	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44572_2021
Canada/AB-ABPHL-44574/2021	EPI_ISL_7976786	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44574_2021
Canada/AB-ABPHL-44575/2021	EPI_ISL_7976787	2021-12-04	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44575_2021
Canada/AB-ABPHL-44577/2021	EPI_ISL_7976788	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44577_2021
Canada/AB-ABPHL-44582/2021	EPI_ISL_7976793	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44582_2021
Canada/AB-ABPHL-44587/2021	EPI_ISL_7976797	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44587_2021
Canada/AB-ABPHL-44617/2021	EPI_ISL_7976827	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44617_2021
Canada/AB-ABPHL-44619/2021	EPI_ISL_7976829	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44619_2021
Canada/AB-ABPHL-44620/2021	EPI_ISL_7976830	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44620_2021
Canada/AB-ABPHL-44621/2021	EPI_ISL_7976831	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44621_2021
Canada/AB-ABPHL-44622/2021	EPI_ISL_7976832	2021-12-05	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44622_2021
Canada/AB-ABPHL-44623/2021	EPI_ISL_7976833	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44623_2021
Canada/AB-ABPHL-44624/2021	EPI_ISL_7976834	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44624_2021
Canada/AB-ABPHL-44625/2021	EPI_ISL_7976835	2021-12-05	Alberta	AY.3	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44625_2021
Canada/AB-ABPHL-44628/2021	EPI_ISL_7976838	2021-12-05	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44628_2021
Canada/AB-ABPHL-44630/2021	EPI_ISL_7976840	2021-12-04	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44630_2021
Canada/AB-ABPHL-44635/2021	EPI_ISL_7976845	2021-12-05	Alberta	AY.44	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44635_2021
Canada/AB-ABPHL-44637/2021	EPI_ISL_7976847	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44637_2021
Canada/AB-ABPHL-44638/2021	EPI_ISL_7976848	2021-12-07	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44638_2021
Canada/AB-ABPHL-44658/2021	EPI_ISL_7976853	2021-12-01	Alberta	AY.74	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44658_2021
Canada/AB-ABPHL-44668/2021	EPI_ISL_7976861	2021-11-30	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44668_2021
Canada/AB-ABPHL-44672/2021	EPI_ISL_7976865	2021-12-03	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44672_2021
Canada/AB-ABPHL-44674/2021	EPI_ISL_7976867	2021-12-04	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44674_2021
Canada/AB-ABPHL-44676/2021	EPI_ISL_7976869	2021-12-06	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44676_2021
Canada/AB-ABPHL-44678/2021	EPI_ISL_7976871	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44678_2021
Canada/AB-ABPHL-44685/2021	EPI_ISL_7976878	2021-12-06	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44685_2021
Canada/AB-ABPHL-44689/2021	EPI_ISL_7976882	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44689_2021
Canada/AB-ABPHL-44694/2021	EPI_ISL_7976887	2021-12-05	Alberta	AY.119	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44694_2021
Canada/AB-ABPHL-44705/2021	EPI_ISL_7976895	2021-12-06	Alberta	AY.103	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-44705_2021
Canada/AB-ABPHL-44706/2021	EPI_ISL_7976896	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44706_2021
Canada/AB-ABPHL-44707/2021	EPI_ISL_7976897	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44707_2021
Canada/AB-ABPHL-44724/2021	EPI_ISL_7976914	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44724_2021
Canada/AB-ABPHL-44733/2021	EPI_ISL_7976921	2021-12-06	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-44733_2021
Canada/AB-ABPHL-44734/2021	EPI_ISL_7976922	2021-12-06	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-44734_2021
Canada/AB-ABPHL-44747/2021	EPI_ISL_7976931	2021-12-07	Alberta	B.1.438.1	B.1.438.1	Alberta	other	Canada_AB-ABPHL-44747_2021
Canada/SK-RRPL-273256/2021	EPI_ISL_7985269	2021-12-12	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-RRPL-273256_2021
Canada/SK-RRPL-274950/2021	EPI_ISL_7985270	2021-12-12	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274950_2021
Canada/SK-RRPL-274963/2021	EPI_ISL_7985276	2021-12-13	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274963_2021
Canada/SK-RRPL-274967/2021	EPI_ISL_7985278	2021-12-13	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274967_2021
Canada/SK-RRPL-274968/2021	EPI_ISL_7985279	2021-12-11	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274968_2021
Canada/SK-RRPL-274971/2021	EPI_ISL_7985280	2021-12-15	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274971_2021
Canada/SK-RRPL-274973/2021	EPI_ISL_7985281	2021-12-15	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274973_2021
Canada/SK-RRPL-274975/2021	EPI_ISL_7985282	2021-12-09	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274975_2021
Canada/SK-RRPL-274979/2021	EPI_ISL_7985284	2021-12-15	Saskatchewan	AY.119.2	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274979_2021
Canada/SK-RRPL-274981/2021	EPI_ISL_7985285	2021-12-09	Saskatchewan	AY.86	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274981_2021
Canada/SK-RRPL-274985/2021	EPI_ISL_7985287	2021-12-09	Saskatchewan	AY.86	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274985_2021
Canada/SK-RRPL-274987/2021	EPI_ISL_7985288	2021-12-13	Saskatchewan	AY.86	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274987_2021
Canada/SK-RRPL-274989/2021	EPI_ISL_7985289	2021-12-12	Saskatchewan	AY.86	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-274989_2021
Canada/SK-RRPL-274991/2021	EPI_ISL_7985290	2021-12-11	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-274991_2021
Canada/SK-RRPL-274993/2021	EPI_ISL_7985291	2021-12-12	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-274993_2021
Canada/SK-RRPL-274997/2021	EPI_ISL_7985293	2021-12-13	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-274997_2021
Canada/SK-RRPL-274999/2021	EPI_ISL_7985294	2021-12-12	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-274999_2021
Canada/SK-RRPL-275002/2021	EPI_ISL_7985295	2021-12-11	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275002_2021
Canada/SK-RRPL-275004/2021	EPI_ISL_7985296	2021-12-12	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275004_2021
Canada/SK-RRPL-275006/2021	EPI_ISL_7985297	2021-12-12	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275006_2021
Canada/SK-RRPL-275008/2021	EPI_ISL_7985298	2021-12-11	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275008_2021
Canada/SK-RRPL-275010/2021	EPI_ISL_7985299	2021-12-11	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275010_2021
Canada/SK-RRPL-275012/2021	EPI_ISL_7985300	2021-12-14	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275012_2021
Canada/SK-RRPL-275014/2021	EPI_ISL_7985301	2021-12-13	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275014_2021
Canada/SK-RRPL-275016/2021	EPI_ISL_7985302	2021-12-11	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275016_2021
Canada/SK-RRPL-275018/2021	EPI_ISL_7985303	2021-12-14	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275018_2021
Canada/SK-RRPL-275022/2021	EPI_ISL_7985305	2021-12-14	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275022_2021
Canada/SK-RRPL-275024/2021	EPI_ISL_7985306	2021-12-14	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275024_2021
Canada/SK-RRPL-275032/2021	EPI_ISL_7985310	2021-12-13	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-275032_2021
Canada/SK-RRPL-275034/2021	EPI_ISL_7985311	2021-12-13	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-275034_2021
Canada/SK-RRPL-275038/2021	EPI_ISL_7985312	2021-12-14	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-275038_2021
Canada/SK-RRPL-275040/2021	EPI_ISL_7985313	2021-12-12	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-275040_2021
Canada/SK-RRPL-275042/2021	EPI_ISL_7985314	2021-12-11	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-275042_2021
Canada/SK-RRPL-275047/2021	EPI_ISL_7985316	2021-12-11	Saskatchewan	AY.3	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275047_2021
Canada/SK-RRPL-275048/2021	EPI_ISL_7985317	2021-12-13	Saskatchewan	AY.4	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275048_2021
Canada/SK-RRPL-275052/2021	EPI_ISL_7985319	2021-12-14	Saskatchewan	AY.4	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275052_2021
Canada/SK-RRPL-275058/2021	EPI_ISL_7985322	2021-12-14	Saskatchewan	AY.4	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275058_2021
Canada/SK-RRPL-275060/2021	EPI_ISL_7985323	2021-12-14	Saskatchewan	AY.4	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275060_2021
Canada/SK-RRPL-275062/2021	EPI_ISL_7985324	2021-12-12	Saskatchewan	AY.4.2	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275062_2021
Canada/SK-RRPL-275064/2021	EPI_ISL_7985325	2021-12-13	Saskatchewan	AY.86	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275064_2021
Canada/SK-RRPL-275066/2021	EPI_ISL_7985326	2021-12-09	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275066_2021
Canada/SK-RRPL-275070/2021	EPI_ISL_7985328	2021-12-13	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275070_2021
Canada/SK-RRPL-275072/2021	EPI_ISL_7985329	2021-12-11	Saskatchewan	AY.100	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275072_2021
Canada/SK-RRPL-275074/2021	EPI_ISL_7985330	2021-12-11	Saskatchewan	AY.100	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275074_2021
Canada/SK-RRPL-275076/2021	EPI_ISL_7985331	2021-12-11	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275076_2021
Canada/SK-RRPL-275082/2021	EPI_ISL_7985334	2021-11-20	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275082_2021
Canada/SK-RRPL-275090/2021	EPI_ISL_7985338	2021-12-09	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275090_2021
Canada/SK-RRPL-275108/2021	EPI_ISL_7985347	2021-12-16	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-RRPL-275108_2021
Canada/SK-RRPL-275110/2021	EPI_ISL_7985348	2021-12-16	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-RRPL-275110_2021
Canada/SK-RRPL-275122/2021	EPI_ISL_7985352	2021-12-14	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275122_2021
Canada/SK-RRPL-275124/2021	EPI_ISL_7985353	2021-12-13	Saskatchewan	AY.119	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275124_2021
Canada/SK-RRPL-275126/2021	EPI_ISL_7985354	2021-12-14	Saskatchewan	AY.119.2	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275126_2021
Canada/SK-RRPL-275130/2021	EPI_ISL_7985355	2021-12-14	Saskatchewan	AY.3	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275130_2021
Canada/SK-RRPL-275132/2021	EPI_ISL_7985356	2021-12-14	Saskatchewan	AY.44	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-275132_2021
Canada/ON-PHL-21-45816/2021	EPI_ISL_8027308	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45816_2021
Canada/ON-PHL-21-45805/2021	EPI_ISL_8027312	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45805_2021
Canada/ON-PHL-21-45822/2021	EPI_ISL_8027313	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45822_2021
Canada/ON-PHL-21-45819/2021	EPI_ISL_8027318	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45819_2021
Canada/ON-PHL-21-45827/2021	EPI_ISL_8027319	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45827_2021
Canada/ON-PHL-21-45782/2021	EPI_ISL_8027328	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45782_2021
Canada/ON-PHL-21-45841/2021	EPI_ISL_8027330	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45841_2021
Canada/ON-PHL-21-45791/2021	EPI_ISL_8027332	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45791_2021
Canada/ON-PHL-21-45794/2021	EPI_ISL_8027333	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45794_2021
Canada/ON-PHL-21-45792/2021	EPI_ISL_8027346	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45792_2021
Canada/ON-PHL-21-45806/2021	EPI_ISL_8027347	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45806_2021
Canada/ON-PHL-21-45844/2021	EPI_ISL_8027366	2021-12-08	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45844_2021
Canada/ON-PHL-21-45780/2021	EPI_ISL_8027367	2021-12-09	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45780_2021
Canada/ON-PHL-21-45807/2021	EPI_ISL_8027368	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45807_2021
Canada/ON-PHL-21-45804/2021	EPI_ISL_8027370	2021-12-10	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-45804_2021
Canada/AB-51817/2020	EPI_ISL_804995	2020-05-02	Alberta	B.1.279	other	Alberta	other	Canada_AB-51817_2020
Canada/AB-42444/2020	EPI_ISL_805158	2020-04-21	Alberta	B.1.279	other	Alberta	other	Canada_AB-42444_2020
Canada/AB-52224/2020	EPI_ISL_805163	2020-04-20	Alberta	B.1.279	other	Alberta	other	Canada_AB-52224_2020
Canada/AB-25594/2020	EPI_ISL_805267	2020-04-16	Alberta	B.1.279	other	Alberta	other	Canada_AB-25594_2020
Canada/AB-26575/2020	EPI_ISL_805363	2020-05-12	Alberta	B.1.279	other	Alberta	other	Canada_AB-26575_2020
Canada/AB-35367/2020	EPI_ISL_805386	2020-04-25	Alberta	B.1.279	other	Alberta	other	Canada_AB-35367_2020
Canada/AB-22973/2020	EPI_ISL_805408	2020-04-19	Alberta	B.1.279	other	Alberta	other	Canada_AB-22973_2020
Canada/AB-63606/2020	EPI_ISL_805468	2020-05-11	Alberta	B.1.279	other	Alberta	other	Canada_AB-63606_2020
Canada/AB-34636/2020	EPI_ISL_805511	2020-04-23	Alberta	B.1.279	other	Alberta	other	Canada_AB-34636_2020
Canada/AB-19260/2020	EPI_ISL_805546	2020-04-18	Alberta	B.1.279	other	Alberta	other	Canada_AB-19260_2020
Canada/AB-65793/2020	EPI_ISL_805552	2020-05-03	Alberta	B.1.279	other	Alberta	other	Canada_AB-65793_2020
Canada/AB-13959/2020	EPI_ISL_805565	2020-04-27	Alberta	B.1.279	other	Alberta	other	Canada_AB-13959_2020
Canada/AB-14224/2020	EPI_ISL_805579	2020-05-06	Alberta	B.1.279	other	Alberta	other	Canada_AB-14224_2020
Canada/AB-57628/2020	EPI_ISL_805581	2020-03-17	Alberta	B.1	other	Alberta	other	Canada_AB-57628_2020
Canada/AB-87665/2020	EPI_ISL_805586	2020-05-04	Alberta	B.1.279	other	Alberta	other	Canada_AB-87665_2020
Canada/AB-78089/2020	EPI_ISL_805587	2020-04-14	Alberta	B.1.279	other	Alberta	other	Canada_AB-78089_2020
Canada/AB-92856/2020	EPI_ISL_805589	2020-04-26	Alberta	B.1.279	other	Alberta	other	Canada_AB-92856_2020
Canada/AB-79033/2020	EPI_ISL_805605	2020-05-01	Alberta	B.1.279	other	Alberta	other	Canada_AB-79033_2020
Canada/AB-16873/2020	EPI_ISL_805616	2020-04-12	Alberta	B.1.279	other	Alberta	other	Canada_AB-16873_2020
Canada/AB-44495/2020	EPI_ISL_805646	2020-05-09	Alberta	B.1.1	other	Alberta	other	Canada_AB-44495_2020
Canada/AB-63400/2020	EPI_ISL_805650	2020-04-29	Alberta	B.1.279	other	Alberta	other	Canada_AB-63400_2020
Canada/AB-97179/2020	EPI_ISL_805690	2020-04-28	Alberta	B.1.279	other	Alberta	other	Canada_AB-97179_2020
Canada/AB-45626/2020	EPI_ISL_805779	2020-04-17	Alberta	B.1.279	other	Alberta	other	Canada_AB-45626_2020
Canada/AB-95352/2020	EPI_ISL_805787	2020-04-10	Alberta	B.1	other	Alberta	other	Canada_AB-95352_2020
Canada/AB-46854/2020	EPI_ISL_805789	2020-03-26	Alberta	B.1.279	other	Alberta	other	Canada_AB-46854_2020
Canada/AB-53531/2020	EPI_ISL_805801	2020-03-18	Alberta	B.1.1	other	Alberta	other	Canada_AB-53531_2020
Canada/AB-72585/2020	EPI_ISL_805814	2020-03-21	Alberta	B.1	other	Alberta	other	Canada_AB-72585_2020
Canada/AB-39554/2020	EPI_ISL_805815	2020-03-19	Alberta	B	other	Alberta	other	Canada_AB-39554_2020
Canada/AB-88693/2020	EPI_ISL_805836	2020-03-20	Alberta	B.1.1	other	Alberta	other	Canada_AB-88693_2020
Canada/AB-97766/2020	EPI_ISL_805851	2020-04-22	Alberta	B.1.279	other	Alberta	other	Canada_AB-97766_2020
Canada/AB-29803/2020	EPI_ISL_805863	2020-05-17	Alberta	B.1.279	other	Alberta	other	Canada_AB-29803_2020
Canada/AB-55821/2020	EPI_ISL_805891	2020-04-13	Alberta	B.1.279	other	Alberta	other	Canada_AB-55821_2020
Canada/AB-99418/2020	EPI_ISL_805944	2020-04-30	Alberta	B.1.279	other	Alberta	other	Canada_AB-99418_2020
Canada/AB-21724/2020	EPI_ISL_805951	2020-04-08	Alberta	B.1.279	other	Alberta	other	Canada_AB-21724_2020
Canada/AB-61949/2020	EPI_ISL_805958	2020-03-22	Alberta	B.1	other	Alberta	other	Canada_AB-61949_2020
Canada/AB-42519/2020	EPI_ISL_806040	2020-04-05	Alberta	B.1.1	other	Alberta	other	Canada_AB-42519_2020
