EPI	Date	GISAID	Location	Variant
EPI_ISL_8392089|Canada|BA.1	2021-12-17	hCoV-19/Canada/AB-ABPHL-46600/2021	Canada	BA.1
EPI_ISL_8392114|Canada|BA.1	2021-12-16	hCoV-19/Canada/AB-ABPHL-46621/2021	Canada	BA.1
EPI_ISL_8392135|Canada|AY.3.1	2021-12-17	hCoV-19/Canada/AB-ABPHL-46646/2021	Canada	AY.3.1
EPI_ISL_8392171|Canada|BA.1	2021-12-19	hCoV-19/Canada/AB-ABPHL-46683/2021	Canada	BA.1
EPI_ISL_8392205|Canada|AY.103.2	2021-12-15	hCoV-19/Canada/AB-ABPHL-46708/2021	Canada	AY.103.2
EPI_ISL_8392313|Canada|BA.1	2021-12-20	hCoV-19/Canada/AB-ABPHL-46770/2021	Canada	BA.1
EPI_ISL_8392544|Canada|BA.1	2021-12-21	hCoV-19/Canada/AB-ABPHL-46903/2021	Canada	BA.1
EPI_ISL_8405788|Canada|AY.39	2021-12-08	hCoV-19/Canada/NB-CHUDGLD-0812-MM00056R/2021	Canada	AY.39
EPI_ISL_8405789|Canada|AY.110	2021-12-07	hCoV-19/Canada/NB-CHUDGLD-0712-MM00820R/2021	Canada	AY.110
EPI_ISL_8405796|Canada|B.1.617.2	2021-12-09	hCoV-19/Canada/NB-CHUDGLD-0912-MM00851R/2021	Canada	B.1.617.2
EPI_ISL_8405849|Canada|BA.1.1	2021-12-11	hCoV-19/Canada/NB-CHUDGLD-1112-MM00498R/2021	Canada	BA.1.1
EPI_ISL_8405868|Canada|AY.27	2021-12-11	hCoV-19/Canada/NB-CHUDGLD-1112-MM00918R/2021	Canada	AY.27
EPI_ISL_8405879|Canada|BA.1.1	2021-12-09	hCoV-19/Canada/NB-CHUDGLD-0912-MM01702R/2021	Canada	BA.1.1
EPI_ISL_8405884|Canada|BA.1.1	2021-12-07	hCoV-19/Canada/NB-CHUDGLD-1012-MM00044R/2021	Canada	BA.1.1
EPI_ISL_8405895|Canada|BA.1.1	2021-12-12	hCoV-19/Canada/NB-CHUDGLD-1212-MM00542R/2021	Canada	BA.1.1
EPI_ISL_8405933|Canada|AY.103	2021-12-13	hCoV-19/Canada/NB-CHUDGLD-1312-MM00902R/2021	Canada	AY.103
EPI_ISL_8405935|Canada|BA.1	2021-12-13	hCoV-19/Canada/NB-CHUDGLD-1312-MM00932R/2021	Canada	BA.1
EPI_ISL_8405957|Canada|BA.1.1	2021-12-13	hCoV-19/Canada/NB-CHUDGLD-1312-MM01933R/2021	Canada	BA.1.1
EPI_ISL_8405961|Canada|BA.1.1	2021-12-08	hCoV-19/Canada/NB-CHUDGLD-0812-MM01042R/2021	Canada	BA.1.1
EPI_ISL_8405969|Canada|AY.117	2021-12-11	hCoV-19/Canada/NB-CHUDGLD-1112-MM00973R/2021	Canada	AY.117
EPI_ISL_8405989|Canada|BA.1	2021-12-15	hCoV-19/Canada/NB-CHUDGLD-1512-MM00361R/2021	Canada	BA.1
EPI_ISL_8405991|Canada|BA.1.1	2021-12-15	hCoV-19/Canada/NB-CHUDGLD-1512-MM00422R/2021	Canada	BA.1.1
EPI_ISL_8405992|Canada|AY.25	2021-12-15	hCoV-19/Canada/NB-CHUDGLD-1512-MM00450R/2021	Canada	AY.25
EPI_ISL_8406034|Canada|AY.25.3	2021-12-17	hCoV-19/Canada/NB-CHUDGLD-1712-MM01383R/2021	Canada	AY.25.3
EPI_ISL_8406039|Canada|BA.1.1	2021-12-17	hCoV-19/Canada/NB-CHUDGLD-1712-MM01435R/2021	Canada	BA.1.1
EPI_ISL_8406073|Canada|BA.1	2021-12-18	hCoV-19/Canada/NB-CHUDGLD-1812-MM00286R/2021	Canada	BA.1
EPI_ISL_8406075|Canada|AY.3	2021-12-18	hCoV-19/Canada/NB-CHUDGLD-1812-MM00325R/2021	Canada	AY.3
EPI_ISL_8406089|Canada|BA.1.1	2021-12-18	hCoV-19/Canada/NB-CHUDGLD-1812-MM00828R/2021	Canada	BA.1.1
EPI_ISL_8406111|Canada|AY.54	2021-12-20	hCoV-19/Canada/NB-CHUDGLD-2012-MM00483R/2021	Canada	AY.54
EPI_ISL_8406112|Canada|AY.74	2021-12-20	hCoV-19/Canada/NB-CHUDGLD-2012-MM00485R/2021	Canada	AY.74
EPI_ISL_8406146|Canada|BA.1	2021-12-20	hCoV-19/Canada/NB-CHUDGLD-2012-MM01657R/2021	Canada	BA.1
EPI_ISL_8406159|Canada|BA.1.1	2021-12-20	hCoV-19/Canada/NB-CHUDGLD-2012-MM02395R/2021	Canada	BA.1.1
EPI_ISL_8406162|Canada|BA.1.1	2021-12-14	hCoV-19/Canada/NB-CHUDGLD-1412-MM00518R/2021	Canada	BA.1.1
EPI_ISL_8406165|Canada|BA.1.1	2021-12-16	hCoV-19/Canada/NB-CHUDGLD-1612-MM00185R/2021	Canada	BA.1.1
EPI_ISL_8406170|Canada|BA.1	2021-12-17	hCoV-19/Canada/NB-CHUDGLD-1712-MM00413R/2021	Canada	BA.1
EPI_ISL_8406178|Canada|BA.1	2021-12-21	hCoV-19/Canada/NB-CHUDGLD-2112-MM00015R/2021	Canada	BA.1
EPI_ISL_8406196|Canada|AY.122	2021-12-19	hCoV-19/Canada/NB-CHUDGLD-1912-MM00590R/2021	Canada	AY.122
EPI_ISL_8406197|Canada|BA.1	2021-12-19	hCoV-19/Canada/NB-CHUDGLD-1912-MM00676R/2021	Canada	BA.1
EPI_ISL_8406198|Canada|BA.1.1	2021-12-19	hCoV-19/Canada/NB-CHUDGLD-1912-MM00680R/2021	Canada	BA.1.1
EPI_ISL_8406226|Canada|BA.1.1	2021-12-28	hCoV-19/Canada/NB-CHUDGLD-2812-MM00261R/2021	Canada	BA.1.1
EPI_ISL_8406265|Canada|BA.1.1	2021-12-27	hCoV-19/Canada/NB-CHUDGLD-2712-MM00667R/2021	Canada	BA.1.1
EPI_ISL_8406273|Canada|BA.1	2021-12-28	hCoV-19/Canada/NB-CHUDGLD-2812-MM00598R/2021	Canada	BA.1
EPI_ISL_8406278|Canada|BA.1	2021-12-27	hCoV-19/Canada/NB-CHUDGLD-2712-MM00159R/2021	Canada	BA.1
EPI_ISL_8406279|Canada|BA.1	2021-12-27	hCoV-19/Canada/NB-CHUDGLD-2712-MM00161R/2021	Canada	BA.1
EPI_ISL_8423919|Canada|B.1.617.2	2021-12-16	hCoV-19/Canada/NL-PHML-277651/2021	Canada	B.1.617.2
EPI_ISL_8423927|Canada|BA.1	2021-12-19	hCoV-19/Canada/NL-PHML-280960/2021	Canada	BA.1
EPI_ISL_8423929|Canada|BA.1	2021-12-19	hCoV-19/Canada/NL-PHML-280962/2021	Canada	BA.1
EPI_ISL_8423933|Canada|BA.1.1	2021-12-19	hCoV-19/Canada/NL-PHML-277664/2021	Canada	BA.1.1
EPI_ISL_8423937|Canada|BA.1	2021-12-20	hCoV-19/Canada/NL-PHML-280972/2021	Canada	BA.1
EPI_ISL_8423939|Canada|BA.1	2021-12-21	hCoV-19/Canada/NL-PHML-280979/2021	Canada	BA.1
EPI_ISL_8423941|Canada|BA.1	2021-12-16	hCoV-19/Canada/NL-PHML-277650/2021	Canada	BA.1
EPI_ISL_8423942|Canada|BA.1	2021-12-18	hCoV-19/Canada/NL-PHML-277656/2021	Canada	BA.1
EPI_ISL_8423944|Canada|BA.1.1	2021-12-20	hCoV-19/Canada/NL-PHML-280966/2021	Canada	BA.1.1
EPI_ISL_8423950|Canada|BA.1	2021-12-17	hCoV-19/Canada/NL-PHML-277655/2021	Canada	BA.1
EPI_ISL_8423955|Canada|BA.1.1	2021-12-18	hCoV-19/Canada/NL-PHML-277660/2021	Canada	BA.1.1
EPI_ISL_8428310|Canada|AY.4.2.1	2021-12-19	hCoV-19/Canada/SK-RRPL-277708/2021	Canada	AY.4.2.1
EPI_ISL_8428311|Canada|AY.43	2021-12-17	hCoV-19/Canada/SK-RRPL-277709/2021	Canada	AY.43
EPI_ISL_8428315|Canada|BA.1.1	2021-12-18	hCoV-19/Canada/SK-RRPL-277713/2021	Canada	BA.1.1
EPI_ISL_8428323|Canada|BA.1	2021-12-19	hCoV-19/Canada/SK-RRPL-277721/2021	Canada	BA.1
EPI_ISL_8428359|Canada|BA.1.1	2021-12-16	hCoV-19/Canada/SK-RRPL-277758/2021	Canada	BA.1.1
EPI_ISL_8428365|Canada|BA.1	2021-12-20	hCoV-19/Canada/SK-RRPL-281995/2021	Canada	BA.1
EPI_ISL_8428376|Canada|AY.25.1	2021-12-21	hCoV-19/Canada/SK-RRPL-282007/2021	Canada	AY.25.1
EPI_ISL_8428434|Canada|BA.1.1	2021-12-17	hCoV-19/Canada/SK-RRPL-282071/2021	Canada	BA.1.1
EPI_ISL_8428440|Canada|AY.111	2021-12-17	hCoV-19/Canada/SK-RRPL-282077/2021	Canada	AY.111
EPI_ISL_8428449|Canada|AY.86	2021-12-20	hCoV-19/Canada/SK-RRPL-282088/2021	Canada	AY.86
EPI_ISL_8428474|Canada|BA.1.1	2021-12-19	hCoV-19/Canada/SK-RRPL-282113/2021	Canada	BA.1.1
EPI_ISL_8428534|Canada|BA.1	2021-12-21	hCoV-19/Canada/SK-RRPL-282175/2021	Canada	BA.1
EPI_ISL_8429395|Canada|AY.9.2	2021-11-24	hCoV-19/Canada/BC-BCCDC-272879/2021	Canada	AY.9.2
EPI_ISL_8429782|Canada|BA.1	2021-12-09	hCoV-19/Canada/BC-BCCDC-276277/2021	Canada	BA.1
EPI_ISL_8429811|Canada|BA.1	2021-12-08	hCoV-19/Canada/BC-BCCDC-276414/2021	Canada	BA.1
EPI_ISL_8429897|Canada|BA.1	2021-12-14	hCoV-19/Canada/BC-BCCDC-279351/2021	Canada	BA.1
EPI_ISL_8429971|Canada|AY.103.2	2021-12-10	hCoV-19/Canada/BC-BCCDC-279438/2021	Canada	AY.103.2
EPI_ISL_8430063|Canada|AY.113	2021-12-13	hCoV-19/Canada/BC-BCCDC-279547/2021	Canada	AY.113
EPI_ISL_8430090|Canada|BA.1.1	2021-12-13	hCoV-19/Canada/BC-BCCDC-279577/2021	Canada	BA.1.1
EPI_ISL_8430307|Canada|AY.44	2021-12-15	hCoV-19/Canada/BC-BCCDC-279840/2021	Canada	AY.44
EPI_ISL_8430437|Canada|AY.25	2021-12-11	hCoV-19/Canada/BC-BCCDC-279993/2021	Canada	AY.25
EPI_ISL_848191|Canada|AL.1	2020-12-24	hCoV-19/Canada/ON-LTRI-1065/2020	Canada	AL.1
EPI_ISL_848193|Canada|B.1.469	2020-12-24	hCoV-19/Canada/ON-LTRI-1093/2020	Canada	B.1.469
EPI_ISL_848195|Canada|B.1.243	2020-12-24	hCoV-19/Canada/ON-LTRI-1160/2020	Canada	B.1.243
EPI_ISL_848198|Canada|B.1.2	2020-12-24	hCoV-19/Canada/ON-LTRI-1321/2020	Canada	B.1.2
EPI_ISL_852820|Canada|B.1	2020-12-24	hCoV-19/Canada/ON-LTRI-1411/2020	Canada	B.1
EPI_ISL_852822|Canada|B.1.36.38	2020-12-24	hCoV-19/Canada/ON-LTRI-1471/2020	Canada	B.1.36.38
EPI_ISL_852824|Canada|AM.4	2020-12-24	hCoV-19/Canada/ON-LTRI-1505/2020	Canada	AM.4
EPI_ISL_852829|Canada|P.2	2020-12-24	hCoV-19/Canada/ON-LTRI-1617/2020	Canada	P.2
EPI_ISL_852847|Canada|AL.1	2020-11-24	hCoV-19/Canada/ON-PPS-00361/2020	Canada	AL.1
EPI_ISL_852918|Canada|B.1.570	2020-11-24	hCoV-19/Canada/ON-PPS-00038/2020	Canada	B.1.570
EPI_ISL_853056|Canada|C.16	2020-11-24	hCoV-19/Canada/ON-PPS-00296/2020	Canada	C.16
EPI_ISL_853120|Canada|P.2	2020-11-24	hCoV-19/Canada/ON-PPS-00180/2020	Canada	P.2
EPI_ISL_853125|Canada|B.1.564.1	2020-11-24	hCoV-19/Canada/ON-PPS-00160/2020	Canada	B.1.564.1
EPI_ISL_853132|Canada|B.1.36.8	2020-11-24	hCoV-19/Canada/ON-PPS-00184/2020	Canada	B.1.36.8
EPI_ISL_853153|Canada|AM.4	2020-11-24	hCoV-19/Canada/ON-PPS-00113/2020	Canada	AM.4
EPI_ISL_853164|Canada|B.1.438.1	2020-11-24	hCoV-19/Canada/ON-PPS-00142/2020	Canada	B.1.438.1
EPI_ISL_853165|Canada|B.1	2020-11-24	hCoV-19/Canada/ON-PPS-00149/2020	Canada	B.1
EPI_ISL_853166|Canada|AM.2	2020-11-24	hCoV-19/Canada/ON-PPS-00118/2020	Canada	AM.2
EPI_ISL_853259|Canada|B.1.36.18	2020-11-24	hCoV-19/Canada/ON-PPS-00223/2020	Canada	B.1.36.18
EPI_ISL_853609|Canada|B.1.36.26	2020-11-24	hCoV-19/Canada/ON-PPS-00310/2020	Canada	B.1.36.26
EPI_ISL_853618|Canada|B.1.471	2020-11-24	hCoV-19/Canada/ON-PPS-00348/2020	Canada	B.1.471
EPI_ISL_854461|Canada|B.40	2020-03-15	hCoV-19/Canada/AB-79394/2020	Canada	B.40
EPI_ISL_854464|Canada|B.1.422	2020-03-24	hCoV-19/Canada/AB-95656/2020	Canada	B.1.422
EPI_ISL_854466|Canada|B.1.1.10	2020-03-25	hCoV-19/Canada/AB-94746/2020	Canada	B.1.1.10
EPI_ISL_854766|Canada|B.1.160	2020-11-24	hCoV-19/Canada/ON-LHSC04/2020	Canada	B.1.160
EPI_ISL_854792|Canada|B.1.346	2020-11-24	hCoV-19/Canada/ON-LHSC31/2020	Canada	B.1.346
EPI_ISL_854797|Canada|B.1.576	2020-11-24	hCoV-19/Canada/ON-LHSC36/2020	Canada	B.1.576
EPI_ISL_854809|Canada|B.1.1.417	2020-11-24	hCoV-19/Canada/ON-LHSC61/2020	Canada	B.1.1.417
EPI_ISL_8558950|Canada|BA.1	2021-12-09	hCoV-19/Canada/MB-CPL-283830/2021	Canada	BA.1
EPI_ISL_8558951|Canada|BA.1	2021-12-08	hCoV-19/Canada/MB-CPL-283831/2021	Canada	BA.1
EPI_ISL_8558955|Canada|BA.1	2021-12-11	hCoV-19/Canada/MB-CPL-283835/2021	Canada	BA.1
EPI_ISL_8558975|Canada|BA.1	2021-12-16	hCoV-19/Canada/MB-CPL-282206/2021	Canada	BA.1
EPI_ISL_8558991|Canada|BA.1	2021-12-17	hCoV-19/Canada/MB-CPL-282230/2021	Canada	BA.1
EPI_ISL_8559023|Canada|BA.1	2021-12-15	hCoV-19/Canada/MB-CPL-282369/2021	Canada	BA.1
EPI_ISL_8559058|Canada|BA.1	2021-12-10	hCoV-19/Canada/MB-CPL-283670/2021	Canada	BA.1
EPI_ISL_8559071|Canada|BA.1	2021-12-12	hCoV-19/Canada/MB-CPL-283684/2021	Canada	BA.1
EPI_ISL_8559080|Canada|BA.1	2021-12-13	hCoV-19/Canada/MB-CPL-283694/2021	Canada	BA.1
EPI_ISL_8559096|Canada|BA.1	2021-12-14	hCoV-19/Canada/MB-CPL-283714/2021	Canada	BA.1
EPI_ISL_8577106|Canada|B.1.1.369	2020-04-10	hCoV-19/Canada/ON-PHL-20-90094/2020	Canada	B.1.1.369
EPI_ISL_8577109|Canada|B.1.314	2020-03-21	hCoV-19/Canada/ON-PHL-20-90098/2020	Canada	B.1.314
EPI_ISL_8577111|Canada|B.1.350	2020-03-25	hCoV-19/Canada/ON-PHL-20-90100/2020	Canada	B.1.350
EPI_ISL_8577132|Canada|B.1.415	2020-04-12	hCoV-19/Canada/ON-PHL-20-90186/2020	Canada	B.1.415
EPI_ISL_8577161|Canada|B.40	2020-03-14	hCoV-19/Canada/ON-PHL-20-90237/2020	Canada	B.40
EPI_ISL_8577164|Canada|B.1.1.10	2020-03-13	hCoV-19/Canada/ON-PHL-20-90241/2020	Canada	B.1.1.10
EPI_ISL_8577179|Canada|A	2020-03-14	hCoV-19/Canada/ON-PHL-20-90259/2020	Canada	A
EPI_ISL_8577187|Canada|A.2	2020-03-17	hCoV-19/Canada/ON-PHL-20-90267/2020	Canada	A.2
EPI_ISL_8577190|Canada|B.1.369	2020-03-17	hCoV-19/Canada/ON-PHL-20-90271/2020	Canada	B.1.369
EPI_ISL_8577198|Canada|B.1.1	2020-03-17	hCoV-19/Canada/ON-PHL-20-90280/2020	Canada	B.1.1
EPI_ISL_8577199|Canada|B.3	2020-03-16	hCoV-19/Canada/ON-PHL-20-90281/2020	Canada	B.3
EPI_ISL_8577202|Canada|B.6	2020-03-17	hCoV-19/Canada/ON-PHL-20-90284/2020	Canada	B.6
EPI_ISL_8577205|Canada|B.1.1.33	2020-03-18	hCoV-19/Canada/ON-PHL-20-90287/2020	Canada	B.1.1.33
EPI_ISL_8577222|Canada|A.29	2021-01-27	hCoV-19/Canada/ON-PHL-21-01557-v3/2021	Canada	A.29
EPI_ISL_8577226|Canada|A.29	2021-02-13	hCoV-19/Canada/ON-PHL-21-03856-v3/2021	Canada	A.29
EPI_ISL_8577234|Canada|B.1.1.318	2021-03-06	hCoV-19/Canada/ON-PHL-21-07793-v2/2021	Canada	B.1.1.318
EPI_ISL_8577244|Canada|AE.8	2021-03-12	hCoV-19/Canada/ON-PHL-21-07805-v2/2021	Canada	AE.8
EPI_ISL_8577248|Canada|AL.1	2021-03-10	hCoV-19/Canada/ON-PHL-21-07810-v2/2021	Canada	AL.1
EPI_ISL_8577250|Canada|C.36.1	2021-03-09	hCoV-19/Canada/ON-PHL-21-07813-v2/2021	Canada	C.36.1
EPI_ISL_8577264|Canada|B.1.243	2021-03-08	hCoV-19/Canada/ON-PHL-21-07832-v2/2021	Canada	B.1.243
EPI_ISL_8577266|Canada|B.1.1.222	2021-03-08	hCoV-19/Canada/ON-PHL-21-07838-v2/2021	Canada	B.1.1.222
EPI_ISL_8577278|Canada|B.1.429	2021-02-17	hCoV-19/Canada/ON-PHL-21-07875-v2/2021	Canada	B.1.429
EPI_ISL_8577290|Canada|AL.1	2021-02-18	hCoV-19/Canada/ON-PHL-21-07913-v2/2021	Canada	AL.1
EPI_ISL_8577306|Canada|AZ.1	2021-02-19	hCoV-19/Canada/ON-PHL-21-07939-v2/2021	Canada	AZ.1
EPI_ISL_8577313|Canada|B.1.1.216	2021-02-02	hCoV-19/Canada/ON-PHL-21-07947-v2/2021	Canada	B.1.1.216
EPI_ISL_8577318|Canada|AE.2	2021-02-06	hCoV-19/Canada/ON-PHL-21-07952-v2/2021	Canada	AE.2
EPI_ISL_8577324|Canada|B.1	2021-02-06	hCoV-19/Canada/ON-PHL-21-07960-v2/2021	Canada	B.1
EPI_ISL_8577333|Canada|B.1.36.29	2021-01-24	hCoV-19/Canada/ON-PHL-21-07970-v2/2021	Canada	B.1.36.29
EPI_ISL_8577336|Canada|B.1.36.29	2021-02-11	hCoV-19/Canada/ON-PHL-21-07974-v2/2021	Canada	B.1.36.29
EPI_ISL_8577338|Canada|B.1.1.1	2021-02-16	hCoV-19/Canada/ON-PHL-21-07977-v2/2021	Canada	B.1.1.1
EPI_ISL_8577356|Canada|B.1.1.329	2021-01-21	hCoV-19/Canada/ON-PHL-21-08015-v2/2021	Canada	B.1.1.329
EPI_ISL_8577361|Canada|B.1.637	2021-01-27	hCoV-19/Canada/ON-PHL-21-08026-v2/2021	Canada	B.1.637
EPI_ISL_8577559|Canada|AY.26	2021-12-10	hCoV-19/Canada/ON-PHL-21-48550/2021	Canada	AY.26
EPI_ISL_8577654|Canada|BA.1.1	2021-12-11	hCoV-19/Canada/ON-PHL-21-48732-v2/2021	Canada	BA.1.1
EPI_ISL_8577677|Canada|AY.119	2021-12-11	hCoV-19/Canada/ON-PHL-21-48788/2021	Canada	AY.119
EPI_ISL_8577725|Canada|BA.1.1	2021-11-30	hCoV-19/Canada/ON-PHL-21-48836/2021	Canada	BA.1.1
EPI_ISL_8577813|Canada|BA.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-48971/2021	Canada	BA.1
EPI_ISL_8577844|Canada|BA.1.1	2021-12-07	hCoV-19/Canada/ON-PHL-21-49005/2021	Canada	BA.1.1
EPI_ISL_8577845|Canada|AY.27	2021-12-09	hCoV-19/Canada/ON-PHL-21-49006/2021	Canada	AY.27
EPI_ISL_8577848|Canada|BA.1.1	2021-12-09	hCoV-19/Canada/ON-PHL-21-49009/2021	Canada	BA.1.1
EPI_ISL_8577933|Canada|AY.98	2021-12-11	hCoV-19/Canada/ON-PHL-21-49098/2021	Canada	AY.98
EPI_ISL_8577944|Canada|AY.4.2.1	2021-12-11	hCoV-19/Canada/ON-PHL-21-49109/2021	Canada	AY.4.2.1
EPI_ISL_8577994|Canada|AY.39.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-49160/2021	Canada	AY.39.1
EPI_ISL_8578017|Canada|BA.1.1	2021-12-12	hCoV-19/Canada/ON-PHL-21-49183/2021	Canada	BA.1.1
EPI_ISL_8578046|Canada|AY.3	2021-12-10	hCoV-19/Canada/ON-PHL-21-49213/2021	Canada	AY.3
EPI_ISL_8595348|Canada|BA.1.1	2021-12-20	hCoV-19/Canada/AB-ABPHL-47012/2021	Canada	BA.1.1
EPI_ISL_8595416|Canada|BA.1.1	2021-12-19	hCoV-19/Canada/AB-ABPHL-47095/2021	Canada	BA.1.1
EPI_ISL_8595511|Canada|BA.1.1	2021-12-15	hCoV-19/Canada/AB-ABPHL-47208/2021	Canada	BA.1.1
EPI_ISL_8595524|Canada|BA.1.1	2021-12-16	hCoV-19/Canada/AB-ABPHL-47223/2021	Canada	BA.1.1
EPI_ISL_8595730|Canada|BA.1	2021-12-21	hCoV-19/Canada/AB-ABPHL-47445/2021	Canada	BA.1
EPI_ISL_8595763|Canada|BA.1.1	2021-12-21	hCoV-19/Canada/AB-ABPHL-47487/2021	Canada	BA.1.1
EPI_ISL_8595876|Canada|BA.1.1	2021-12-18	hCoV-19/Canada/AB-ABPHL-47639/2021	Canada	BA.1.1
EPI_ISL_8596003|Canada|AY.121	2021-12-17	hCoV-19/Canada/AB-ABPHL-47797/2021	Canada	AY.121
EPI_ISL_8596043|Canada|BA.1.1	2021-12-23	hCoV-19/Canada/AB-ABPHL-47838/2021	Canada	BA.1.1
EPI_ISL_8596068|Canada|BA.1	2021-12-22	hCoV-19/Canada/AB-ABPHL-47868/2021	Canada	BA.1
EPI_ISL_8596246|Canada|BA.1	2021-12-24	hCoV-19/Canada/AB-ABPHL-48126/2021	Canada	BA.1
EPI_ISL_8596255|Canada|AY.43	2021-12-21	hCoV-19/Canada/AB-ABPHL-48141/2021	Canada	AY.43
EPI_ISL_8596275|Canada|AY.99.2	2021-12-21	hCoV-19/Canada/AB-ABPHL-48163/2021	Canada	AY.99.2
EPI_ISL_8596295|Canada|AY.103	2021-12-22	hCoV-19/Canada/AB-ABPHL-48186/2021	Canada	AY.103
EPI_ISL_8596301|Canada|BA.1.1	2021-12-22	hCoV-19/Canada/AB-ABPHL-48193/2021	Canada	BA.1.1
EPI_ISL_8596339|Canada|BA.1.1	2021-12-25	hCoV-19/Canada/AB-ABPHL-48251/2021	Canada	BA.1.1
EPI_ISL_8596341|Canada|AY.75	2021-12-22	hCoV-19/Canada/AB-ABPHL-48253/2021	Canada	AY.75
EPI_ISL_8596342|Canada|BA.1.1	2021-12-25	hCoV-19/Canada/AB-ABPHL-48254/2021	Canada	BA.1.1
EPI_ISL_8596343|Canada|BA.1	2021-12-23	hCoV-19/Canada/AB-ABPHL-48255/2021	Canada	BA.1
EPI_ISL_8596394|Canada|BA.1	2021-12-27	hCoV-19/Canada/AB-ABPHL-48311/2021	Canada	BA.1
EPI_ISL_8615792|Canada|B.1.1	2020-03-16	hCoV-19/Canada/SK-RRPL-238488/2020	Canada	B.1.1
EPI_ISL_8615796|Canada|A.1	2020-03-19	hCoV-19/Canada/SK-RRPL-238465/2020	Canada	A.1
EPI_ISL_8615828|Canada|AY.122.4	2021-12-21	hCoV-19/Canada/SK-NML-277516/2021	Canada	AY.122.4
EPI_ISL_8615900|Canada|AY.122	2021-07-29	hCoV-19/Canada/SK-RRPL-238565/2021	Canada	AY.122
EPI_ISL_8615948|Canada|AY.3	2021-02-08	hCoV-19/Canada/SK-RRPL-238468/2021	Canada	AY.3
EPI_ISL_8615961|Canada|AY.27	2021-08-02	hCoV-19/Canada/SK-RRPL-238611/2021	Canada	AY.27
EPI_ISL_8615972|Canada|AY.25	2021-08-03	hCoV-19/Canada/SK-RRPL-238524/2021	Canada	AY.25
EPI_ISL_8616008|Canada|AY.121.1	2021-12-21	hCoV-19/Canada/SK-NML-277506/2021	Canada	AY.121.1
EPI_ISL_8616009|Canada|BA.1	2021-12-22	hCoV-19/Canada/SK-RRPL-291715/2021	Canada	BA.1
EPI_ISL_8616017|Canada|P.1.14	2021-08-03	hCoV-19/Canada/SK-RRPL-238637/2021	Canada	P.1.14
EPI_ISL_8616047|Canada|BA.1	2021-12-24	hCoV-19/Canada/SK-NML-277488/2021	Canada	BA.1
EPI_ISL_8616056|Canada|BA.1.1	2021-12-21	hCoV-19/Canada/SK-NML-277507/2021	Canada	BA.1.1
EPI_ISL_8616218|Canada|BA.1.1	2021-12-20	hCoV-19/Canada/SK-RRPL-295205/2021	Canada	BA.1.1
EPI_ISL_8616281|Canada|BA.1	2021-12-23	hCoV-19/Canada/SK-RRPL-291542/2021	Canada	BA.1
EPI_ISL_8616317|Canada|AY.93	2021-12-23	hCoV-19/Canada/SK-NML-277348/2021	Canada	AY.93
EPI_ISL_8616331|Canada|A	2020-03-21	hCoV-19/Canada/SK-RRPL-238478/2020	Canada	A
EPI_ISL_8616332|Canada|B.30	2020-03-10	hCoV-19/Canada/SK-RRPL-238547/2020	Canada	B.30
EPI_ISL_8617846|Canada|P.1	2021-11-20	hCoV-19/Canada/ON-UB-KSL-04260/2021	Canada	P.1
EPI_ISL_8628732|Canada|BA.1	2021-12-22	hCoV-19/Canada/NL-PHML-291110/2021	Canada	BA.1
EPI_ISL_8628733|Canada|BA.1.1	2021-12-23	hCoV-19/Canada/NL-PHML-291117/2021	Canada	BA.1.1
EPI_ISL_8628734|Canada|BA.1	2021-12-23	hCoV-19/Canada/NL-PHML-291129/2021	Canada	BA.1
EPI_ISL_8628737|Canada|BA.1	2021-12-24	hCoV-19/Canada/NL-PHML-291149/2021	Canada	BA.1
EPI_ISL_8628740|Canada|BA.1.1	2021-12-24	hCoV-19/Canada/NL-PHML-291166/2021	Canada	BA.1.1
EPI_ISL_8628742|Canada|BA.1	2021-12-25	hCoV-19/Canada/NL-PHML-291180/2021	Canada	BA.1
EPI_ISL_8628746|Canada|BA.1.1	2021-12-26	hCoV-19/Canada/NL-PHML-291207/2021	Canada	BA.1.1
EPI_ISL_8628750|Canada|BA.1.1	2021-12-27	hCoV-19/Canada/NL-PHML-291232/2021	Canada	BA.1.1
EPI_ISL_8710672|Canada|B.1.1	2020-05-23	hCoV-19/Canada/NS-NML-2300/2020	Canada	B.1.1
EPI_ISL_8710674|Canada|B.1.1.372	2020-05-24	hCoV-19/Canada/NS-NML-2302/2020	Canada	B.1.1.372
EPI_ISL_8710675|Canada|B.1.1.372	2020-06-01	hCoV-19/Canada/NS-NML-2306/2020	Canada	B.1.1.372
EPI_ISL_8710677|Canada|B.1.438.1	2021-04-01	hCoV-19/Canada/NS-NML-33306/2021	Canada	B.1.438.1
EPI_ISL_8710681|Canada|AY.120	2021-11-28	hCoV-19/Canada/NS-NML-268323/2021	Canada	AY.120
EPI_ISL_8710690|Canada|AY.39	2021-11-29	hCoV-19/Canada/NS-NML-268378/2021	Canada	AY.39
EPI_ISL_8710691|Canada|AY.3	2021-11-28	hCoV-19/Canada/NS-NML-268379/2021	Canada	AY.3
EPI_ISL_8710692|Canada|AY.26	2021-11-28	hCoV-19/Canada/NS-NML-268380/2021	Canada	AY.26
