EPI	Date	GISAID	Location	lineage
EPI_ISL_8323006|Canada|AY.120	2021-08-31	hCoV-19/Canada/ON-PHL-21-32370/2021	Canada	AY.120
EPI_ISL_8323008|Canada|AY.43.4	2021-08-31	hCoV-19/Canada/ON-PHL-21-32372/2021	Canada	AY.43.4
EPI_ISL_8323010|Canada|AY.4.4	2021-08-31	hCoV-19/Canada/ON-PHL-21-32374/2021	Canada	AY.4.4
EPI_ISL_8323015|Canada|AY.45	2021-08-31	hCoV-19/Canada/ON-PHL-21-32380/2021	Canada	AY.45
EPI_ISL_8323054|Canada|AY.98.1	2021-09-02	hCoV-19/Canada/ON-PHL-21-32422/2021	Canada	AY.98.1
EPI_ISL_8323074|Canada|AY.118	2021-09-03	hCoV-19/Canada/ON-PHL-21-32443/2021	Canada	AY.118
EPI_ISL_8323152|Canada|AY.120	2021-09-07	hCoV-19/Canada/ON-PHL-21-33208/2021	Canada	AY.120
EPI_ISL_8323153|Canada|AY.43	2021-09-07	hCoV-19/Canada/ON-PHL-21-33209/2021	Canada	AY.43
EPI_ISL_8323164|Canada|AY.125	2021-09-03	hCoV-19/Canada/ON-PHL-21-33221/2021	Canada	AY.125
EPI_ISL_8323174|Canada|B.1	2021-12-01	hCoV-19/Canada/ON-PHL-21-44225/2021	Canada	B.1
EPI_ISL_8323302|Canada|AY.54	2021-12-08	hCoV-19/Canada/ON-PHL-21-46944/2021	Canada	AY.54
EPI_ISL_8323361|Canada|AY.74	2021-12-05	hCoV-19/Canada/ON-PHL-21-47006/2021	Canada	AY.74
EPI_ISL_8323397|Canada|BA.1.1	2021-12-05	hCoV-19/Canada/ON-PHL-21-47046/2021	Canada	BA.1.1
EPI_ISL_8323533|Canada|AY.36	2021-12-06	hCoV-19/Canada/ON-PHL-21-47294/2021	Canada	AY.36
EPI_ISL_8323560|Canada|AY.39	2021-12-06	hCoV-19/Canada/ON-PHL-21-47323/2021	Canada	AY.39
EPI_ISL_8323569|Canada|AY.3.2	2021-12-08	hCoV-19/Canada/ON-PHL-21-47333/2021	Canada	AY.3.2
EPI_ISL_8323585|Canada|AY.119.2	2021-12-07	hCoV-19/Canada/ON-PHL-21-47349/2021	Canada	AY.119.2
EPI_ISL_8323606|Canada|AY.74	2021-12-09	hCoV-19/Canada/ON-PHL-21-47370/2021	Canada	AY.74
EPI_ISL_8323614|Canada|AY.46.6	2021-12-08	hCoV-19/Canada/ON-PHL-21-47379/2021	Canada	AY.46.6
EPI_ISL_8323683|Canada|AY.128	2021-12-08	hCoV-19/Canada/ON-PHL-21-47455/2021	Canada	AY.128
EPI_ISL_8323686|Canada|AY.3	2021-12-08	hCoV-19/Canada/ON-PHL-21-47459/2021	Canada	AY.3
EPI_ISL_8323688|Canada|AY.4.2.2	2021-12-08	hCoV-19/Canada/ON-PHL-21-47461/2021	Canada	AY.4.2.2
EPI_ISL_8323739|Canada|AY.9.2	2021-12-06	hCoV-19/Canada/ON-PHL-21-47515/2021	Canada	AY.9.2
EPI_ISL_8323845|Canada|AY.107	2021-12-09	hCoV-19/Canada/ON-PHL-21-47629/2021	Canada	AY.107
EPI_ISL_8323983|Canada|AY.25	2021-12-03	hCoV-19/Canada/ON-PHL-21-47772/2021	Canada	AY.25
EPI_ISL_8324065|Canada|BA.1.1	2021-12-14	hCoV-19/Canada/ON-PHL-21-47854/2021	Canada	BA.1.1
EPI_ISL_8324148|Canada|AY.4.2.1	2021-12-13	hCoV-19/Canada/ON-PHL-21-47945/2021	Canada	AY.4.2.1
EPI_ISL_8324159|Canada|AY.74	2021-12-14	hCoV-19/Canada/ON-PHL-21-47956/2021	Canada	AY.74
EPI_ISL_8324185|Canada|BA.1.1	2021-12-16	hCoV-19/Canada/ON-PHL-21-47982/2021	Canada	BA.1.1
EPI_ISL_8324208|Canada|AY.77	2021-12-14	hCoV-19/Canada/ON-PHL-21-48008/2021	Canada	AY.77
EPI_ISL_8324264|Canada|BA.1.1	2021-12-18	hCoV-19/Canada/ON-PHL-21-48064/2021	Canada	BA.1.1
EPI_ISL_8324311|Canada|AY.9.2	2021-12-13	hCoV-19/Canada/ON-PHL-21-48117/2021	Canada	AY.9.2
EPI_ISL_8324359|Canada|AY.25.3	2021-12-15	hCoV-19/Canada/ON-PHL-21-48169/2021	Canada	AY.25.3
EPI_ISL_8324385|Canada|B.1.640.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-48197/2021	Canada	B.1.640.1
EPI_ISL_8324390|Canada|AY.108	2021-12-11	hCoV-19/Canada/ON-PHL-21-48202/2021	Canada	AY.108
EPI_ISL_8324449|Canada|AY.103	2021-12-10	hCoV-19/Canada/ON-PHL-21-48267/2021	Canada	AY.103
EPI_ISL_8324482|Canada|B.1.617.2	2021-12-08	hCoV-19/Canada/ON-PHL-21-48304/2021	Canada	B.1.617.2
EPI_ISL_8324529|Canada|AY.43.8	2021-12-08	hCoV-19/Canada/ON-PHL-21-48363/2021	Canada	AY.43.8
EPI_ISL_8324560|Canada|AY.98.1	2021-12-09	hCoV-19/Canada/ON-PHL-21-48397/2021	Canada	AY.98.1
EPI_ISL_8324581|Canada|AY.66	2021-12-09	hCoV-19/Canada/ON-PHL-21-48421/2021	Canada	AY.66
EPI_ISL_8324612|Canada|BA.1.1	2021-12-11	hCoV-19/Canada/ON-PHL-21-48505/2021	Canada	BA.1.1
EPI_ISL_8324623|Canada|BA.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-48522/2021	Canada	BA.1
EPI_ISL_8324633|Canada|BA.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-48534/2021	Canada	BA.1
EPI_ISL_8324644|Canada|BA.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-48554/2021	Canada	BA.1
EPI_ISL_8324698|Canada|BA.1.1	2021-12-10	hCoV-19/Canada/ON-PHL-21-48908/2021	Canada	BA.1.1
EPI_ISL_8366977|Canada|AY.57	2021-11-21	hCoV-19/Canada/BC-BCCDC-261867/2021	Canada	AY.57
EPI_ISL_8367116|Canada|AY.98	2021-12-06	hCoV-19/Canada/BC-BCCDC-273525/2021	Canada	AY.98
EPI_ISL_8367691|Canada|AY.125	2021-12-03	hCoV-19/Canada/BC-BCCDC-273757/2021	Canada	AY.125
EPI_ISL_8367723|Canada|AY.9	2021-11-17	hCoV-19/Canada/BC-BCCDC-262456/2021	Canada	AY.9
EPI_ISL_8367842|Canada|AY.4	2021-12-05	hCoV-19/Canada/BC-BCCDC-273812/2021	Canada	AY.4
EPI_ISL_8368050|Canada|AY.5	2021-11-24	hCoV-19/Canada/BC-BCCDC-262614/2021	Canada	AY.5
EPI_ISL_8368247|Canada|BA.1	2021-11-30	hCoV-19/Canada/BC-BCCDC-274030/2021	Canada	BA.1
EPI_ISL_8368335|Canada|AY.68	2021-11-25	hCoV-19/Canada/BC-BCCDC-262845/2021	Canada	AY.68
EPI_ISL_8368344|Canada|BA.1	2021-12-03	hCoV-19/Canada/BC-BCCDC-274101/2021	Canada	BA.1
EPI_ISL_8368347|Canada|AY.25.1	2021-11-25	hCoV-19/Canada/BC-BCCDC-262853/2021	Canada	AY.25.1
EPI_ISL_8368357|Canada|B.1.438.1	2021-12-06	hCoV-19/Canada/BC-BCCDC-274111/2021	Canada	B.1.438.1
EPI_ISL_8368448|Canada|AY.104	2021-11-25	hCoV-19/Canada/BC-BCCDC-262923/2021	Canada	AY.104
EPI_ISL_8368559|Canada|AY.114	2021-12-04	hCoV-19/Canada/BC-BCCDC-274245/2021	Canada	AY.114
EPI_ISL_8368562|Canada|AY.7.1	2021-11-24	hCoV-19/Canada/BC-BCCDC-263067/2021	Canada	AY.7.1
EPI_ISL_8368780|Canada|AY.25.1	2021-12-03	hCoV-19/Canada/BC-BCCDC-274372/2021	Canada	AY.25.1
EPI_ISL_8368790|Canada|BA.1	2021-12-03	hCoV-19/Canada/BC-BCCDC-274377/2021	Canada	BA.1
EPI_ISL_8368963|Canada|AY.4	2021-11-27	hCoV-19/Canada/BC-BCCDC-263579/2021	Canada	AY.4
EPI_ISL_8369104|Canada|AY.25.1.2	2021-12-01	hCoV-19/Canada/BC-BCCDC-274563/2021	Canada	AY.25.1.2
EPI_ISL_8369182|Canada|BA.1	2021-12-02	hCoV-19/Canada/BC-BCCDC-274615/2021	Canada	BA.1
EPI_ISL_8369185|Canada|AY.61	2021-11-18	hCoV-19/Canada/BC-BCCDC-263745/2021	Canada	AY.61
EPI_ISL_8369199|Canada|AY.26	2021-11-18	hCoV-19/Canada/BC-BCCDC-263756/2021	Canada	AY.26
EPI_ISL_8369248|Canada|AY.4.12	2021-11-27	hCoV-19/Canada/BC-BCCDC-263790/2021	Canada	AY.4.12
EPI_ISL_8369353|Canada|AY.108	2021-12-01	hCoV-19/Canada/BC-BCCDC-272350/2021	Canada	AY.108
EPI_ISL_8369393|Canada|AY.3.1	2021-12-01	hCoV-19/Canada/BC-BCCDC-272374/2021	Canada	AY.3.1
EPI_ISL_8369542|Canada|BA.1	2021-12-03	hCoV-19/Canada/BC-BCCDC-274844/2021	Canada	BA.1
EPI_ISL_8369552|Canada|AY.4.12	2021-11-30	hCoV-19/Canada/BC-BCCDC-272470/2021	Canada	AY.4.12
EPI_ISL_8369705|Canada|AY.4.8	2021-12-05	hCoV-19/Canada/BC-BCCDC-274930/2021	Canada	AY.4.8
EPI_ISL_8369717|Canada|AY.98	2021-12-02	hCoV-19/Canada/BC-BCCDC-272549/2021	Canada	AY.98
EPI_ISL_8369718|Canada|BA.1	2021-12-02	hCoV-19/Canada/BC-BCCDC-274934/2021	Canada	BA.1
EPI_ISL_8369730|Canada|BA.1	2021-12-05	hCoV-19/Canada/BC-BCCDC-274938/2021	Canada	BA.1
EPI_ISL_8370064|Canada|AY.4.3	2021-12-05	hCoV-19/Canada/BC-BCCDC-275180/2021	Canada	AY.4.3
EPI_ISL_8370066|Canada|AY.4.12	2021-11-14	hCoV-19/Canada/BC-BCCDC-272694/2021	Canada	AY.4.12
EPI_ISL_8370151|Canada|BA.1	2021-12-01	hCoV-19/Canada/BC-BCCDC-272735/2021	Canada	BA.1
EPI_ISL_8370359|Canada|AY.4.5	2021-12-06	hCoV-19/Canada/BC-BCCDC-275314/2021	Canada	AY.4.5
EPI_ISL_8370402|Canada|AY.68	2021-12-06	hCoV-19/Canada/BC-BCCDC-275352/2021	Canada	AY.68
EPI_ISL_8370779|Canada|BA.1	2021-12-08	hCoV-19/Canada/BC-BCCDC-275911/2021	Canada	BA.1
EPI_ISL_8370861|Canada|AY.4.8	2021-12-07	hCoV-19/Canada/BC-BCCDC-276022/2021	Canada	AY.4.8
EPI_ISL_8370890|Canada|BA.1	2021-12-07	hCoV-19/Canada/BC-BCCDC-276060/2021	Canada	BA.1
EPI_ISL_8371012|Canada|AY.125	2021-12-06	hCoV-19/Canada/BC-BCCDC-276308/2021	Canada	AY.125
EPI_ISL_8390752|Canada|B.1.617.2	2021-12-14	hCoV-19/Canada/AB-ABPHL-45702/2021	Canada	B.1.617.2
EPI_ISL_8390879|Canada|BA.1.1	2021-12-17	hCoV-19/Canada/AB-ABPHL-45793/2021	Canada	BA.1.1
EPI_ISL_8390915|Canada|BA.1.1	2021-12-17	hCoV-19/Canada/AB-ABPHL-45814/2021	Canada	BA.1.1
EPI_ISL_8391026|Canada|AY.98	2021-12-13	hCoV-19/Canada/AB-ABPHL-45889/2021	Canada	AY.98
EPI_ISL_8391520|Canada|AY.3.1	2021-12-15	hCoV-19/Canada/AB-ABPHL-46226/2021	Canada	AY.3.1
EPI_ISL_8391530|Canada|AY.133	2021-12-15	hCoV-19/Canada/AB-ABPHL-46230/2021	Canada	AY.133
EPI_ISL_8391816|Canada|AY.75	2021-12-18	hCoV-19/Canada/AB-ABPHL-46408/2021	Canada	AY.75
EPI_ISL_8392017|Canada|BA.1.1	2021-12-20	hCoV-19/Canada/AB-ABPHL-46545/2021	Canada	BA.1.1
EPI_ISL_8392080|Canada|BA.1	2021-12-20	hCoV-19/Canada/AB-ABPHL-46586/2021	Canada	BA.1
EPI_ISL_8392084|Canada|AY.122	2021-12-20	hCoV-19/Canada/AB-ABPHL-46591/2021	Canada	AY.122
EPI_ISL_8392117|Canada|AY.4.2	2021-12-15	hCoV-19/Canada/AB-ABPHL-46624/2021	Canada	AY.4.2
EPI_ISL_8392145|Canada|AY.106	2021-12-17	hCoV-19/Canada/AB-ABPHL-46654/2021	Canada	AY.106
EPI_ISL_8392492|Canada|AY.4.2	2021-12-20	hCoV-19/Canada/AB-ABPHL-46868/2021	Canada	AY.4.2
EPI_ISL_8405796|Canada|AY.92	2021-12-09	hCoV-19/Canada/NB-CHUDGLD-0912-MM00851R/2021	Canada	AY.92
EPI_ISL_8405981|Canada|BA.1.1	2021-12-13	hCoV-19/Canada/NB-CHUDGLD-1312-MM01418R/2021	Canada	BA.1.1
EPI_ISL_8406012|Canada|AY.37	2021-12-17	hCoV-19/Canada/NB-CHUDGLD-1712-MM00247R/2021	Canada	AY.37
EPI_ISL_8406022|Canada|AY.3	2021-12-17	hCoV-19/Canada/NB-CHUDGLD-1712-MM00871R/2021	Canada	AY.3
EPI_ISL_8406111|Canada|AY.37	2021-12-20	hCoV-19/Canada/NB-CHUDGLD-2012-MM00483R/2021	Canada	AY.37
EPI_ISL_8406112|Canada|AY.74	2021-12-20	hCoV-19/Canada/NB-CHUDGLD-2012-MM00485R/2021	Canada	AY.74
EPI_ISL_8406201|Canada|BA.1.1	2021-12-18	hCoV-19/Canada/NB-CHUDGLD-1812-MM01076R/2021	Canada	BA.1.1
EPI_ISL_8423949|Canada|BA.1.1	2021-12-20	hCoV-19/Canada/NL-PHML-280963/2021	Canada	BA.1.1
EPI_ISL_8428331|Canada|BA.1	2021-12-19	hCoV-19/Canada/SK-RRPL-277730/2021	Canada	BA.1
EPI_ISL_8428398|Canada|AY.25.1	2021-12-15	hCoV-19/Canada/SK-RRPL-282031/2021	Canada	AY.25.1
EPI_ISL_8428429|Canada|AY.86	2021-12-18	hCoV-19/Canada/SK-RRPL-282066/2021	Canada	AY.86
EPI_ISL_8428440|Canada|AY.111	2021-12-17	hCoV-19/Canada/SK-RRPL-282077/2021	Canada	AY.111
EPI_ISL_8428443|Canada|BA.1	2021-12-17	hCoV-19/Canada/SK-RRPL-282081/2021	Canada	BA.1
EPI_ISL_8428449|Canada|AY.86	2021-12-20	hCoV-19/Canada/SK-RRPL-282088/2021	Canada	AY.86
EPI_ISL_8429390|Canada|AY.27	2021-11-26	hCoV-19/Canada/BC-BCCDC-272874/2021	Canada	AY.27
EPI_ISL_8429535|Canada|AY.98.1	2021-12-01	hCoV-19/Canada/BC-BCCDC-273041/2021	Canada	AY.98.1
EPI_ISL_8429581|Canada|BA.1	2021-11-29	hCoV-19/Canada/BC-BCCDC-273102/2021	Canada	BA.1
EPI_ISL_8429604|Canada|AY.4.2.1	2021-11-29	hCoV-19/Canada/BC-BCCDC-273134/2021	Canada	AY.4.2.1
EPI_ISL_8429815|Canada|AY.43	2021-12-09	hCoV-19/Canada/BC-BCCDC-276418/2021	Canada	AY.43
EPI_ISL_8429849|Canada|AY.4.12	2021-12-09	hCoV-19/Canada/BC-BCCDC-276472/2021	Canada	AY.4.12
EPI_ISL_8429994|Canada|AY.4.2.3	2021-12-13	hCoV-19/Canada/BC-BCCDC-279465/2021	Canada	AY.4.2.3
EPI_ISL_8430301|Canada|AY.4.2.2	2021-12-13	hCoV-19/Canada/BC-BCCDC-279832/2021	Canada	AY.4.2.2
EPI_ISL_8430376|Canada|AY.43	2021-12-13	hCoV-19/Canada/BC-BCCDC-279918/2021	Canada	AY.43
EPI_ISL_845752|Canada|B.1.177.54	2021-01-05	hCoV-19/Canada/ON-MMU-S2042/2021	Canada	B.1.177.54
EPI_ISL_848191|Canada|AL.1	2020-12-24	hCoV-19/Canada/ON-LTRI-1065/2020	Canada	AL.1
EPI_ISL_848193|Canada|B.1.469	2020-12-24	hCoV-19/Canada/ON-LTRI-1093/2020	Canada	B.1.469
EPI_ISL_848197|Canada|P.2	2020-12-24	hCoV-19/Canada/ON-LTRI-1258/2020	Canada	P.2
EPI_ISL_852843|Canada|B.1.265	2020-11-24	hCoV-19/Canada/ON-PPS-00405/2020	Canada	B.1.265
EPI_ISL_852846|Canada|AL.1	2020-11-24	hCoV-19/Canada/ON-PPS-00437/2020	Canada	AL.1
EPI_ISL_852867|Canada|B.1.1.216	2020-11-24	hCoV-19/Canada/ON-PPS-00004/2020	Canada	B.1.1.216
EPI_ISL_852924|Canada|AM.4	2020-11-24	hCoV-19/Canada/ON-PPS-00014/2020	Canada	AM.4
EPI_ISL_852934|Canada|B.1.1.417	2020-11-24	hCoV-19/Canada/ON-PPS-00044/2020	Canada	B.1.1.417
EPI_ISL_853038|Canada|B.1.471	2020-11-24	hCoV-19/Canada/ON-PPS-00352/2020	Canada	B.1.471
EPI_ISL_853056|Canada|C.16	2020-11-24	hCoV-19/Canada/ON-PPS-00296/2020	Canada	C.16
EPI_ISL_853065|Canada|B.1.36.18	2020-11-24	hCoV-19/Canada/ON-PPS-00145/2020	Canada	B.1.36.18
EPI_ISL_853095|Canada|B.1.564.1	2020-11-24	hCoV-19/Canada/ON-PPS-00376/2020	Canada	B.1.564.1
EPI_ISL_853117|Canada|B.1	2020-11-24	hCoV-19/Canada/ON-PPS-00162/2020	Canada	B.1
EPI_ISL_853120|Canada|P.2	2020-11-24	hCoV-19/Canada/ON-PPS-00180/2020	Canada	P.2
EPI_ISL_853179|Canada|B.1.36.26	2020-11-24	hCoV-19/Canada/ON-PPS-00190/2020	Canada	B.1.36.26
EPI_ISL_853194|Canada|B.1.36.38	2020-11-24	hCoV-19/Canada/ON-PPS-00263/2020	Canada	B.1.36.38
EPI_ISL_853199|Canada|B.1.36.29	2020-11-24	hCoV-19/Canada/ON-PPS-00199/2020	Canada	B.1.36.29
EPI_ISL_853236|Canada|C.36.1	2020-11-24	hCoV-19/Canada/ON-PPS-00216/2020	Canada	C.36.1
EPI_ISL_853411|Canada|B.1.1.176	2020-05-04	hCoV-19/Canada/QC-L00266942/2020	Canada	B.1.1.176
EPI_ISL_853568|Canada|B.1.1.343	2020-11-24	hCoV-19/Canada/ON-PPS-00324/2020	Canada	B.1.1.343
EPI_ISL_853581|Canada|B.1.523	2020-11-24	hCoV-19/Canada/ON-PPS-00387/2020	Canada	B.1.523
EPI_ISL_853585|Canada|B.1.570	2020-11-24	hCoV-19/Canada/ON-PPS-00335/2020	Canada	B.1.570
EPI_ISL_853622|Canada|AM.2	2020-11-24	hCoV-19/Canada/ON-PPS-00307/2020	Canada	AM.2
EPI_ISL_854486|Canada|B.1.279	2020-04-15	hCoV-19/Canada/AB-11112/2020	Canada	B.1.279
EPI_ISL_854576|Canada|B.1.279	2020-05-04	hCoV-19/Canada/AB-11678/2020	Canada	B.1.279
EPI_ISL_854619|Canada|B.1.523	2020-11-20	hCoV-19/Canada/ON-PHL-20-04384/2020	Canada	B.1.523
EPI_ISL_854631|Canada|B.1.36.38	2020-12-06	hCoV-19/Canada/ON-PHL-20-04394/2020	Canada	B.1.36.38
EPI_ISL_854633|Canada|B.1.523	2020-12-09	hCoV-19/Canada/ON-PHL-20-04406/2020	Canada	B.1.523
EPI_ISL_854645|Canada|B.1.1.354	2020-12-09	hCoV-19/Canada/ON-PHL-20-04385/2020	Canada	B.1.1.354
EPI_ISL_854652|Canada|B.1.349	2020-12-08	hCoV-19/Canada/ON-PHL-20-04447/2020	Canada	B.1.349
EPI_ISL_854653|Canada|B.1.36.26	2020-12-09	hCoV-19/Canada/ON-PHL-20-04405/2020	Canada	B.1.36.26
EPI_ISL_854661|Canada|B.1.36.18	2020-12-09	hCoV-19/Canada/ON-PHL-20-04485/2020	Canada	B.1.36.18
EPI_ISL_854665|Canada|B.1.36.38	2020-12-10	hCoV-19/Canada/ON-PHL-20-04401/2020	Canada	B.1.36.38
EPI_ISL_854666|Canada|B.1.1.343	2020-12-10	hCoV-19/Canada/ON-PHL-20-04432/2020	Canada	B.1.1.343
EPI_ISL_854669|Canada|B.1.36.1	2020-12-10	hCoV-19/Canada/ON-PHL-20-04522/2020	Canada	B.1.36.1
EPI_ISL_854675|Canada|B.1.36.31	2020-12-11	hCoV-19/Canada/ON-PHL-20-04518/2020	Canada	B.1.36.31
EPI_ISL_854683|Canada|B.1.1.397	2020-12-10	hCoV-19/Canada/ON-PHL-20-04431/2020	Canada	B.1.1.397
EPI_ISL_854708|Canada|AM.4	2020-12-12	hCoV-19/Canada/ON-PHL-20-04426/2020	Canada	AM.4
EPI_ISL_854718|Canada|B.1.1.343	2020-12-06	hCoV-19/Canada/ON-PHL-20-04458/2020	Canada	B.1.1.343
EPI_ISL_854720|Canada|B.1.36.18	2020-12-06	hCoV-19/Canada/ON-PHL-20-04460/2020	Canada	B.1.36.18
EPI_ISL_854736|Canada|B.1.346	2020-11-12	hCoV-19/Canada/ON-PHL-20-04380/2020	Canada	B.1.346
EPI_ISL_854765|Canada|B.1.1.368	2020-11-24	hCoV-19/Canada/ON-LHSC03/2020	Canada	B.1.1.368
EPI_ISL_854792|Canada|B.1.346	2020-11-24	hCoV-19/Canada/ON-LHSC31/2020	Canada	B.1.346
EPI_ISL_854797|Canada|B.1.576	2020-11-24	hCoV-19/Canada/ON-LHSC36/2020	Canada	B.1.576
EPI_ISL_854802|Canada|B.1.1.121	2020-11-24	hCoV-19/Canada/ON-LHSC42/2020	Canada	B.1.1.121
EPI_ISL_8559033|Canada|BA.1	2021-12-14	hCoV-19/Canada/MB-CPL-283628/2021	Canada	BA.1
EPI_ISL_8559108|Canada|BA.1	2021-12-15	hCoV-19/Canada/MB-CPL-283727/2021	Canada	BA.1
EPI_ISL_8577106|Canada|B.1.1.369	2020-04-10	hCoV-19/Canada/ON-PHL-20-90094/2020	Canada	B.1.1.369
EPI_ISL_8577130|Canada|B.1.1	2020-04-16	hCoV-19/Canada/ON-PHL-20-90184/2020	Canada	B.1.1
EPI_ISL_8577145|Canada|B.1.1.181	2020-04-18	hCoV-19/Canada/ON-PHL-20-90207/2020	Canada	B.1.1.181
EPI_ISL_8577146|Canada|B.1.1.485	2020-04-19	hCoV-19/Canada/ON-PHL-20-90208/2020	Canada	B.1.1.485
EPI_ISL_8577163|Canada|B.1.1.33	2020-03-13	hCoV-19/Canada/ON-PHL-20-90240/2020	Canada	B.1.1.33
EPI_ISL_8577164|Canada|B.1.1.10	2020-03-13	hCoV-19/Canada/ON-PHL-20-90241/2020	Canada	B.1.1.10
EPI_ISL_8577172|Canada|B.1.422	2020-03-13	hCoV-19/Canada/ON-PHL-20-90250/2020	Canada	B.1.422
EPI_ISL_8577187|Canada|A.2	2020-03-17	hCoV-19/Canada/ON-PHL-20-90267/2020	Canada	A.2
EPI_ISL_8577188|Canada|B.1.350	2020-03-15	hCoV-19/Canada/ON-PHL-20-90268/2020	Canada	B.1.350
EPI_ISL_8577202|Canada|B.6	2020-03-17	hCoV-19/Canada/ON-PHL-20-90284/2020	Canada	B.6
EPI_ISL_8577205|Canada|B.1.1.33	2020-03-18	hCoV-19/Canada/ON-PHL-20-90287/2020	Canada	B.1.1.33
EPI_ISL_8577220|Canada|B.3	2020-03-19	hCoV-19/Canada/ON-PHL-20-90307/2020	Canada	B.3
EPI_ISL_8577232|Canada|B.1.1.318	2021-03-06	hCoV-19/Canada/ON-PHL-21-07791-v2/2021	Canada	B.1.1.318
EPI_ISL_8577247|Canada|B.1.1.487	2021-03-11	hCoV-19/Canada/ON-PHL-21-07808-v2/2021	Canada	B.1.1.487
EPI_ISL_8577248|Canada|AL.1	2021-03-10	hCoV-19/Canada/ON-PHL-21-07810-v2/2021	Canada	AL.1
EPI_ISL_8577249|Canada|A	2021-03-10	hCoV-19/Canada/ON-PHL-21-07812-v2/2021	Canada	A
EPI_ISL_8577265|Canada|B.1.36.18	2021-03-11	hCoV-19/Canada/ON-PHL-21-07833-v2/2021	Canada	B.1.36.18
EPI_ISL_8577266|Canada|B.1.1.222	2021-03-08	hCoV-19/Canada/ON-PHL-21-07838-v2/2021	Canada	B.1.1.222
EPI_ISL_8577268|Canada|R.1	2021-03-07	hCoV-19/Canada/ON-PHL-21-07846-v2/2021	Canada	R.1
EPI_ISL_8577273|Canada|B.1.564.1	2021-03-08	hCoV-19/Canada/ON-PHL-21-07853-v2/2021	Canada	B.1.564.1
EPI_ISL_8577274|Canada|C.36.1	2021-03-08	hCoV-19/Canada/ON-PHL-21-07858-v2/2021	Canada	C.36.1
EPI_ISL_8577290|Canada|AL.1	2021-02-18	hCoV-19/Canada/ON-PHL-21-07913-v2/2021	Canada	AL.1
EPI_ISL_8577299|Canada|B.1.36.1	2021-02-20	hCoV-19/Canada/ON-PHL-21-07929-v2/2021	Canada	B.1.36.1
EPI_ISL_8577306|Canada|AZ.1	2021-02-19	hCoV-19/Canada/ON-PHL-21-07939-v2/2021	Canada	AZ.1
EPI_ISL_8577308|Canada|B.1.369	2021-02-21	hCoV-19/Canada/ON-PHL-21-07941-v2/2021	Canada	B.1.369
EPI_ISL_8577309|Canada|B.1.564.1	2021-02-21	hCoV-19/Canada/ON-PHL-21-07942-v2/2021	Canada	B.1.564.1
EPI_ISL_8577313|Canada|B.1.1.216	2021-02-02	hCoV-19/Canada/ON-PHL-21-07947-v2/2021	Canada	B.1.1.216
EPI_ISL_8577318|Canada|AE.3	2021-02-06	hCoV-19/Canada/ON-PHL-21-07952-v2/2021	Canada	AE.3
EPI_ISL_8577320|Canada|B.1.1.318	2021-02-03	hCoV-19/Canada/ON-PHL-21-07954-v2/2021	Canada	B.1.1.318
EPI_ISL_8577322|Canada|B.1.525	2021-02-05	hCoV-19/Canada/ON-PHL-21-07958-v2/2021	Canada	B.1.525
EPI_ISL_8577323|Canada|B.1.409	2021-01-23	hCoV-19/Canada/ON-PHL-21-07959-v2/2021	Canada	B.1.409
EPI_ISL_8577333|Canada|B.1.36.29	2021-01-24	hCoV-19/Canada/ON-PHL-21-07970-v2/2021	Canada	B.1.36.29
EPI_ISL_8577338|Canada|B.1.1.1	2021-02-16	hCoV-19/Canada/ON-PHL-21-07977-v2/2021	Canada	B.1.1.1
EPI_ISL_8577343|Canada|B.1.36.29	2021-02-13	hCoV-19/Canada/ON-PHL-21-07983-v2/2021	Canada	B.1.36.29
EPI_ISL_8577359|Canada|AM.4	2021-03-08	hCoV-19/Canada/ON-PHL-21-08018-v2/2021	Canada	AM.4
EPI_ISL_8577361|Canada|B.1.637	2021-01-27	hCoV-19/Canada/ON-PHL-21-08026-v2/2021	Canada	B.1.637
EPI_ISL_8577469|Canada|B.1.346	2020-12-28	hCoV-19/Canada/ON-PHL-21-24710/2020	Canada	B.1.346
EPI_ISL_8577497|Canada|B.1.346	2020-12-24	hCoV-19/Canada/ON-PHL-21-24738/2020	Canada	B.1.346
EPI_ISL_8577559|Canada|AY.70	2021-12-10	hCoV-19/Canada/ON-PHL-21-48550/2021	Canada	AY.70
EPI_ISL_8577669|Canada|BA.1.1	2021-12-11	hCoV-19/Canada/ON-PHL-21-48759-v2/2021	Canada	BA.1.1
EPI_ISL_8577672|Canada|BA.1	2021-12-11	hCoV-19/Canada/ON-PHL-21-48767-v2/2021	Canada	BA.1
EPI_ISL_8577680|Canada|AY.47	2021-12-07	hCoV-19/Canada/ON-PHL-21-48791/2021	Canada	AY.47
EPI_ISL_8577725|Canada|BA.1.1	2021-11-30	hCoV-19/Canada/ON-PHL-21-48836/2021	Canada	BA.1.1
EPI_ISL_8577844|Canada|BA.1.1	2021-12-07	hCoV-19/Canada/ON-PHL-21-49005/2021	Canada	BA.1.1
EPI_ISL_8577882|Canada|BA.1	2021-12-11	hCoV-19/Canada/ON-PHL-21-49046/2021	Canada	BA.1
